text,label
"To my Lord Marquis of Carabas,",1
"replied the reapers, and the king was very well pleased with it, as well as the Marquis, whom he congratulated.",0
Then the king said:,0
Let us now go to your castle.,1
"The miller’s son, not knowing what to reply, looked at puss who said:",0
"If Your Majesty will but wait an hour, I will go on before and order the castle to be made ready for you.",1
"With that, she jumped away and went to the castle of a great ogre and asked to see him, saying he could not pass so near his home without having the honour of paying his respects to him.",0
"The ogre received him as civilly as an ogre could do, and made him sit down.",0
"I have been assured,",1
"said the cat,",0
that you have the gift of being able to change yourself into all sorts of creatures as you wish;,1
"you can, for example, transform yourself into a lion, or elephant, and the like.",1
"That is true,",1
"answered the ogre very briskly,",0
"and to convince you, you shall see me now become a lion.",1
"Puss was so terrified at the sight of a lion so near him that he immediately climbed up the curtains, not without difficulty, because his boots were no use to him for climbing.",0
"A little while after, when Puss saw that the ogre had resumed his natural form, he came down and admitted he had been very much frightened.",0
"However,",1
"said the cat,",0
"I fear that you will not be able to save yourself even in the form of a lion, for the king is coming with his army and means to destroy you.",1
"The ogre looked out of the window and saw the king waiting outside with his soldiers, and said:",0
What shall I do?,1
How shall I save myself?,1
Puss replied:,0
"If you can also change yourself into something very small, then you can hide.",1
"In an instant, the ogre turned himself into a mouse, and began to run about the floor.",0
Puss no sooner saw this but he fell upon him and ate him up.,0
"Puss, who heard the noise of His Majesty’s coach running over the drawbridge, ran out and said to the king:",0
Your Majesty is welcome to this castle of my Lord Marquis of Carabas.,1
What!,1
"My Lord Marquis,",1
cried the king.,0
Does this castle also belong to you?,1
There can be nothing finer than this court and all the stately buildings which surround it.,1
"Let us go into it, if you please.",1
"The Marquis gave his hand to the princess, and followed the king, who went first.",0
"They passed into a spacious hall, where they found a magnificent rum punch, which the ogre had prepared for his friends, who were that very day to visit him.",0
"The friends, however, dared not to enter, knowing that the king was there.",0
"His Majesty was perfectly charmed with the good qualities of my Lord Marquis of Carabas, as was his daughter, who had fallen violently in love with him, and seeing the vast estate he possessed, said to him, after having drunk five or six glasses:",0
"If you do not, my Lord Marquis, become my son in law, it will be of your own choosing.",1
"The Marquis, making several low bows, accepted the honour which His Majesty conferred upon him, and forthwith, that very same day, married the princess.",0
"Puss became a great lord, and never ran after mice anymore, except for pleasure.",0
Version by Bertie. Read by Natasha. Duration eighteen.twenty-seven.,0
"Proofread by Claire Deakin & Jana Elizabeth. Samson and Delilah - A long time ago, in a land where the sun was searingly hot, a man was making his way through a vineyard.",0
The vines brushed against his broad thighs as he went.,0
"He was young and handsome, and long hair fell down his muscular back.",0
"He had taken an oath never to cut his hair, drink wine, or to touch a dead person.",0
"For this oath, he was considered to be a Holy Man. Whether his character was holy, that is something I will leave for you to judge.",0
Now crouching among the vines was a lion.,0
He swished his tail like a cat about to pounce upon a mouse.,0
His nostrils quivered at the scent of man.,0
His ears tuned into the sound of footsteps and rustling vine leaves.,0
Then he sprang with his jaws open and his claws extended.,0
"Samson, for that was the name of his intended victim, punched the lion on the chin, and then tore him apart with his bare hands.",0
Soon the creature lay dead among the vines.,0
"Samson was pleased with this encounter, because he liked a good scrap.",0
"But there was something he liked even more, and that was a pretty face.",0
"It must have been his lucky day, because at the bottom of the hill he spied a lovely young woman sitting on the steps of her father’s house.",0
"The girl was a Philistine, and Samson was an Israelite. Their people were enemies.",0
"In fact, at this time, the Philistines ruled over the Israelites, but Samson did not care about politics.",0
"Make love, not war,",1
he said to himself.,0
"He sat down next to the Philistine girl and spoke to her, and she liked this handsome young stranger as much as he liked her.",0
"On his way back home, Samson passed back through the vineyard where he had met the lion.",0
"He heard a buzzing sound, and saw that bees were swarming around the dead beast.",0
The corpse was now filled with a thick amber coloured liquid.,0
Samson scooped some of the sticky stuff up onto his fingers and tasted it.,0
It was honey.,0
He dug out more of the sweetness with his hand and ate it.,0
"As the honey melted on his tongue, he felt his muscles grow even stronger.",0
By the time he reached home he felt so full of energy and power that he was certain he could fight a whole army single-handed and win.,0
He did not tell his parents about the lion or the honey.,0
He decided to keep that secret for himself.,0
"Instead he described the girl to his mother, and told her that he intended to marry her.",0
"His mother threw up her arms and said,",0
Is there not a single woman among your own people that you might marry?,1
But his father said that it was the Lord’s will that their son should wed the daughter of a Philistine.,0
"Let them take Samson into their family,",1
he said.,0
They deserve him.,1
His wife knew exactly what he meant.,0
The wedding feast lasted seven days on end.,0
"Long tables were set outside in the girl’s village, and the trestles were laden with piles of goat’s meat, figs, grapes, stuffed vine leaves, hummus, fried aubergines and other delicacies.",0
Philistines and Israelites sat side by side around the tables.,0
They ate and drank together.,0
"They sang and danced together, and they laid bets and dares for each other.",0
"In fact after not very long, anyone coming upon this wedding celebration would have a hard time saying who was Philistine and who was Israelite. On the very first night, Samson gave the guests a riddle to solve.",0
"He promised that if anyone could find its meaning, he would give each and every one of his guests a fine set of clothes – But if none of the guests could guess the riddle by the end of the feast, then they must give him thirty sets of new clothes.",0
This was the riddle:,0
"Out of the eater came forth meat, and out of the strong came forth sweetness.",1
What was strong and what was sweet?,1
"The bride’s father glanced at his daughter to see from her face if she knew the answer, but she looked as puzzled by Samson’s words as everyone else did.",0
"After three days of feasting, none of the guests had divined Samson’s meaning.",0
"On the forth day, the girl’s father sat down next to her and whispered into her ear:",0
Can’t you entice your husband to give you the answer to his riddle?,1
"Later that night with tears in her eyes, she stroked Samson’s face and told him,",0
"You say you love me, but you are keeping secrets from me.",1
I will not trust in your love until you tell me the answer to your riddle.,1
She wept every day until at last Samson surrendered the answer to her.,0
"On the seventh day, at the end of the feast, one of the guests stood up and announced,",0
"Samson, I have solved your riddle.",1
For what is sweeter than honey or stronger than a lion?,1
"When Samson heard this, he shook his fist with rage and said:",0
"If you had not schemed with my wife, you would not have found out my riddle.",1
Which meant that he knew that somehow they had got the truth out of his wife.,0
"He had no trouble finding clothes to give to his guests He went down to the city of Ashkelon, killed thirty men, and took their clothes.",0
"When he had done this, he went to the house of his wife’s family to take away his wife with him.",0
There he discovered that her father had already given her away to another man – a friend of Samson’s.,0
"I thought you had deserted us,",1
he said simply.,0
"But here, take her sister, she’s no less pretty.",1
Samson looked at the sister.,0
"It was true, she was no less pretty than his wife, but the suggestion was an insult to him, his wife, and her sister.",0
"He left the farmhouse promising his revenge, which followed soon after.",0
He caught numerous foxes and then he tied burning torches to their tales.,0
The poor terrified animals ran through the fields and set alight the corn and the nearby farms.,0
"The whole sky was lit up with the blaze, and for miles around the Philistines had lost their crops.",0
The cycle of violence continued.,0
The Philistines took revenge on the Israelites for Samson’s deeds.,0
"Samson slew the Philistines, either with his bare hands, or with nothing more than the jaw bone of a donkey for a weapon.",0
"He was so filled with loathing, strength and fury that an entire Philistine army could not defeat him.",0
He also had a taste for sweetness as well as for war.,0
"Sometime later, he fell in love with a woman from the valley of Sorek, whose name was Delilah. She was more beautiful and clever than any of the women he had come across before.",0
She had wiles and guile and she understood exactly how to win him over to her point of view.,0
"There was almost nothing he would refuse her, if it was in his power.",0
"What Samson did not know, was that Delilah was a spy who worked for the Philistines. When their King heard word of the romance he said:",0
The strong man is caught in our honey trap.,1
"One night, when Samson and Delilah rested in each others arms, she whispered to him:",0
"Tell me my love, what is the source of your great strength?",1
"Samson, fearing betrayal, said:",0
"Tie me with seven green bow strings, and I will be your slave.",1
"While Samson slept, Delilah tied him up with seven green bow strings.",0
She stood back and admired his great limbs bound by the tiny strings.,0
Even his light breathing seemed in danger of breaking them.,0
"Somehow she suspected that he had not told her the truth, and so she put him to the test.",0
She called out:,0
"My love, the Philistines are upon you!",1
"Immediately Samson sat up ready to fight, and as he did he snapped the strings with ease.",0
Delilah laughed because she knew that she had been deceived.,0
The next night Delilah said:,0
"Tell me, oh cunning one, what is the secret of your strength?",1
And do not mock me with your lies.,1
Samson replied:,0
"If you bind me fast with new ropes that have not been used, then I will be quite helpless.",1
"Later, as Samson slept, Delilah tied his limbs with thick new ropes that had never been used before.",0
She pulled the knots tight and this time she was almost sure that he would not be able to escape.,0
"Still, she decided to put him to the test.",0
When he was bound fast she called out:,0
"Oh my love, the Philistines are coming for you!",1
Immediately Samson burst the ropes apart and leapt to his feet.,0
She had been deceived again.,0
This time she did not laugh – she was quite furious with him for tricking her.,0
She knew she must try a different tactic.,0
The next night she upbraided Samson with tears:,0
"How can you say that you love me, when you mock me with your lies?",1
She kept on pressing him for his secret until his soul was vexed almost to death.,0
At last Samson told her:,0
"Shave off my hair and all my strength will desert me, for I have been a Nazarene to God, ever since I lay in my mother’s womb, and a Nazarene is a holy man who must never shave his hair.",1
Delilah knew from the grave way he spoke that this was the truth.,0
"That night, the strong man fell asleep with his head on her lap.",0
At first she caressed him and ran her fingers through his long hair.,0
"For all his strength and wild fury, the handsome giant was totally in her power.",0
"This gave her a sense of thrill, but it was mingled with regret for what she was about to do.",0
"When he was quite asleep, she took a razor from behind the chair, rubbed olive oil into his thick locks, and shaved every single hair from his head.",0
"My Love,",1
she cried.,0
The Philistines are upon thee!,1
"This time she spoke the truth, for she had told the soldiers to come that night and to bring gold with them for her payment.",0
"An armed band of Philistines broke down the door and captured the shaven Samson. He was quite helpless to defend himself, for all his strength lay on the ground with his locks of hair.",0
"The Philistines blinded their prisoner and bound him in chains, before throwing him into their deepest prison cell – and there he rotted.",0
"Some time later, it was the feast day of the Philistine’s god, Dagon. There were great celebrations through the land of the Philistines, for their god had delivered them from Samson’s strength and fury.",0
The King commanded:,0
"Bring him forth from his gaol, and chain him to the pillars of my palace so that we might mock him.",1
This they did.,0
"The house was full of the Lords and Ladies of the Philistine nation and they made sport of the great Samson, the strong man of the Israelites. They threw wine in his face, and poured soup over his head.",0
"Others, still crueler, poked and beat him with sticks.",0
"During the long months when Samson had lain in prison, nobody had noticed or cared what happened to him.",0
"Nobody seemed to understand that as his hair grew back in length, so did his strength.",0
Samson now shook his chains and cried out:,0
"O Lord God, remember me, I pray thee, and strengthen me.",1
"I pray thee, only this once, O God, that I may be at once avenged of the Philistines for my two eyes!",1
"Samson took hold of the two middle pillars upon which the house stood, one with his right hand, and the other with his left.",0
"As he uprooted them from their foundations, his last words were:",0
Let me die with the Philistines!,1
Then the heavy stones of the house came crashing down on the Lords and Ladies of the Philistines and all who were inside.,0
"The Evil Mouse Hello, This is Natasha and I’m here with an old French fairy tale about an evil mouse.",0
"Listen on, if you dare.",0
"One night, a prince and his hunting party rode through a forest by torchlight.",0
The dogs were on the trail of a fawn.,0
"The little creature darted across a stream and hid itself among some bushes, but the pack of hounds did not run her down.",0
"Instead, they stopped by the stream and gathered around something else that they had unexpectedly discovered.",0
The prince rode up and jumped down onto the ground.,0
"He parted his way through the pack, and only now did he see what they had found.",0
A young girl lay by the side of the stream.,0
He knelt down and felt the pulse in her neck.,0
She was alive - just.,0
"Her clothes were simple, but when he held her hand in his, he saw that her skin was fine and white and her nails were carefully manicured.",0
"Lady, wake up, you should not sleep here, there are wild beasts in the forest who may harm you.",1
But she did not awake.,0
"The prince called for his men to cut down some branches, to tie them together, and to make a stretcher.",0
"This they did, and they carried the sleeping maiden back to the castle where the serving maids laid in her a soft bed.",0
An entire day and night went by before she awoke.,0
"When the prince heard the news that she had opened her eyes, he went to her room and knelt down by her side.",0
"Have no fear,",1
"he said,",0
for you are safe here.,1
"As she turned her lovely head towards him, her large eyes filled with tears, and she said, imploringly,",0
"I am truly afraid, but not for the any of the reasons that you might suspect.",0
"The person I fear more than any being, from the natural or the supernatural world, is myself.",0
"Yes, I am the one that I fear, and so should you.",0
Do not trust me.,0
I will not repay your kindness well.,0
"If you are wise, you will turn me out.",0
"Do this, I beg you:",0
send me away from your lovely castle before I do you harm.,0
"The prince smiled and said,",0
"Fair maiden, you do not seem to me like one I should fear.",1
"You’ve been unwell, and you’ve had a bad dream, that is all.",1
Oh I how I wish that it were true!,1
exclaimed the girl.,0
"I will give you my story, and when you have heard it through, tell me then if it sounds like a dream.",1
The prince agreed to her proposal.,0
He settled himself in a chair in the corner of the room and listened to what the young girl had to say.,0
My name,1
", she said,",0
is Rosalie and I am a few days short of my sixteenth birthday.,0
"Until recently, I lived with my good father.",0
"He always treated me gently, and in the main I returned his generosity and kindness with obedience, as a good daughter should.",0
"But there was one occasion when I disobeyed his orders, and oh how I regret my foolish actions!",0
It was my childish curiosity that got the better of me!,0
We lived in a large house surrounded by a lovely garden.,1
"I wandered freely wherever I wished, except to one place where I was forbidden to go.",1
At the bottom of the garden there stood a little shed.,1
"Every morning, before breakfast, my father visited that shed.",1
"When he left it, he locked the door firmly behind him and placed the key in his pocket.",1
"Many times I asked him what was inside the shed, and he always replied:",1
"‘Rosalie, do not ask, and if you respect me, do not try to satisfy your curiosity on this matter.",1
"On no account must you ever go inside the shed.’ ‘Yes father, I promise,’ I said.",1
"And for many years, I kept my word, until one day, after my father left the house wearing his best suit, I noticed that he had placed the key to the shed on the side table.",1
"It was large and rusty, and no doubt would not have fitted easily into his suit pocket.",1
I looked at the key for a long time and wondered:,1
‘Why does father not want me to look inside the shed?,1
"Surely he does not have a prisoner inside there, for he is too kind for that?",1
"And if it were some wild, ferocious beast, would I not hear it roar?",1
"Could it be that I have a relative, some family member, of whom he is ashamed for some reason?",1
Is that possible?,1
"If that is so, I have a right to know, and if I do not take this opportunity to find out, I might never discover the truth of this dark secret.’ And so with great trepidation, I picked up the key and I walked slowly, but determinedly, down the garden path to the shed.",1
"When I reached the wooden building, I turned the key in the lock.",1
"It was stiff, but I managed to release the bolt.",1
"I pushed the door open a little way, and called out:",1
‘Is there anyone inside?’ I thought I heard a little squeaking sound.,1
I put my ear closer to the gap in the doorway and I heard a song:,1
"‘So it’s true,’ I said to myself, ‘here is the unfortunate creature whom my father holds captive.’ Tapping softly upon the door, I said:",1
"‘Who are you, and what can I do for you?’ ‘Open the door, Rosalie!",1
I pray you open the door!’ ‘But why are you a prisoner?,1
Have you committed some crime?’ ‘Alas!,1
"no, Rosalie. An enchanter keeps me here a prisoner.",1
Save me and I will prove my gratitude by telling you who I truly am.’ My hand trembled as I pushed the door fully open.,1
I peered into an apparently empty shed.,1
"Then, I noticed something scuttling across the floorboards towards me.",1
UGHH!,1
It was horrid little mouse!,1
"A dirty gray colour he was, with a disgusting tale like a piece of string.",1
I froze to the spot.,1
The mouse stopped by my foot and looked up at me with his piercing red eyes.,1
"‘Rosalie!’ he said, in his evil little voice, ‘You have delighted me with your foolishness !",1
So it has turned out that curiosity didn’t just kill the cat.,1
It has been the downfall of you and your father.’ I began to sob.,1
"‘What do you mean little mouse?’ I asked, ‘What have I done that is so wrong?’ ‘Nothing!’ exclaimed the mouse, ‘Your disobedience of your father has turned out wonderfully - for me.",1
"I am the fairy who goes by the name of Detestable. It is a name that suits me well, because all who are foolish, gentle and good detest me!",1
HA HA HA!,1
And none more so than your father who turned me into a mouse and imprisoned me in this shed.,1
"Now you have broken your word to him, and you have followed my commands to the letter.",1
"You are in my power Rosalie, and from now on must do all that I say.’ ‘It’s no use,’ squealed the mouse exultantly, ‘You can’t kill me because I’m a fairy, and now you must do as I say.",1
"Go to the fire, light a taper, and burn down the house.’ ‘I shall not,’ I said.",1
But already I felt my resistance was weakening.,1
I could not help myself.,1
"And I admit to you that this part only of my sorry story felt like a dream - I did as the detestable little creature said - I went to the fire, lit a taper, and then used it to set alight to the thatch of the house which overhung the window.",1
"It has been a dry summer, and the roof caught fire quickly.",1
Soon an almighty blaze took hold of the building.,1
‘What have I done?,1
"What have I done?’ I exclaimed, and I ran out of the house, down the garden path, and into the forest.",1
I kept on running through thickets and briars until I came to the stream where you found me.,1
"There, I fell into a deep sleep.",1
Now do you not believe me?,1
Am I not the most disobedient and ungrateful child who ever lived?,1
Does my wickedness not fill you with repugnance?,1
"What are you waiting for, why have you not turned me out?",1
Rosalie. Listen to me.,0
Go to where the gardener has set up a bonfire to burn old leaves.,0
Fetch flames from the fire and burn down this tree.,0
Do as I say Rosalie. Do not resist for you will only tire yourself out if you fight me.,0
You are in my power and have no choice.,0
" And again, as if in a dream, Rosalie did as the little mouse said, and went to fetch the flames.",0
"She set light to the wonderful tree, and surprisingly soon its trunk and branches were a heap of ashes on the ground.",0
"Some little goblins appeared, and following the directions of the mouse, they picked up the precious stones and leaves and carried them off.",0
Rosalie watched on helplessly.,0
"When the goblins and the mouse had disappeared from sight, she sobbed hot tears and tore at her dress.",0
I have betrayed my host who was so kind to me;,1
"the charming prince who, if I had only played my cards right, might have brought me joy and happiness for the rest of my life.",1
Oh what a fool am I !,1
"I should not blame that magical mouse, for he cannot help being evil.",1
It is I who am my own worst enemy!,1
"When she had made this speech, to noone but herself, she ran out of the garden and into the fields behind the castle.",0
"She ran and she ran, this time determined to find a lonely spot where she could fall into one last dreamless sleep.",0
It was not long before the gardener discovered the ashes of the tree.,0
"He informed the prince, who immediately understood that Rosalie was the one who had done this terrible deed.",0
A guard had seen the girl running across the fields.,0
The prince ordered the stable boy to fetch his horse and his best hunting hound.,0
"A maid brought the pillow on which Rosalie had laid her auburn curls, for it bore her scent.",0
The hound was soon on the the trail.,0
"They rode across the field, and out onto the moar.",0
"Some hours later, the prince discovered Rosalie hiding herself behind a boulder.",0
"She had stumbled, twisted her ankle, and could run no further.",0
"I am so sorry, I am so sorry,",1
"she cried out,",0
I could not help myself.,0
 The prince dismounted.,0
"I know,",1
"he said,",0
there’s no need to tell me.,1
An evil mouse commanded you to burn down the tree.,1
"It was a thing of marvelous beauty, planted by my great grandfather, who they say had magical powers.",1
"You don’t believe me, do you?",1
said the girl.,0
"But if your grandfather had magical powers, why is it not possible for an evil fairy to take the form of a mouse?",1
Because,1
", said the prince, but he did not complete the sentence.",0
Just then he noticed a gray little creature sitting on top of the boulder.,0
The mouse was shaking - with laughter.,0
Ha Ha Ha!,1
"said the mouse,",0
Now you too are in my power.,1
Never!,1
"cried the prince, And so saying he drew the sword that had been made years ago by his grandfather.",0
"It was a magical sword that could kill fairies, and with a swipe of its sharp blade he cut off the head of evil rodent.",0
"And that is the story of The Evil Mouse, read by me, Natasha, for Storynory.com Do I have to tell you that Rosalie married the prince and they lived happily ever after?",0
The only trouble they received from mice after that was the sort that could be dealt with by the castle cats.,0
Bertie says that he has based the story on,0
The Little Gray Mouse,1
by The Countess of Ségur.,0
"She was a born in St. Petersburg, in Russia, in the year one thousand, seven hundred and ninety-nine.",0
"Her father was sent into exile, and the family moved to France. The countess wrote a number of novels, as well as a book of Old French Fairy Tales. Bertie has changed this story around a little bit.",0
"In our version, there are fewer fairies, and the state of Rosalie’s mind is more important.",0
"And don’t forget, we have loads more free stories, from all over the world, at Storynory.com.",0
"For now, from me Natasha",0
"All witches have to keep secrets, but Katie’s mother is perhaps too secretive for her own good.",0
The story ends on a cliff-hanger (it’s a bit of a soap).,0
"Proofread by Jana Elizabeth. Katie and Mr. New Hello, This is Natasha And this is the latest story about Katie, the ordinary witch.",0
Some people have been asking us what ever happened to Katie’s dad.,0
I do seem to recall that we mentioned him in the first story – as well as a family dog – and we’ve forgotten all about them both ever since.,0
Well this story might explain things just a bit.,0
"And by the way, Bertie says that it’s rather more romantic than usual.",0
Katie was just a little bit putout.,0
Her mother was going to the theatre without her.,0
"This was very strange, because Katie and her mum always did everything together.",0
Great-Aunt Chloe came to stay the night.,0
"You wouldn’t want to be a gooseberry,",1
she told a glum-looking Katie.,0
"thought Katie,",0
and I wouldn’t want to be a strawberry either.,1
What strange things my relatives say sometimes!,1
"It was only later, when Katie was lying in bed, that she twigged:",0
Oh I get it.,1
Mum’s found a boyfriend!,1
That’s why she’s been so secretive recently.,1
"A moonbeam did a little dance on the window sill to say,",0
"Yes, Katie, you slowcoach, why didn’t you think of that before?",1
"You see, Katie’s dad had upped and left some years ago.",0
He was a professor at the Institute of Paranormal Phenomena and he thought that his home life was just a bit too much like his work life.,0
So it was probably about time that Katie’s mum found another man.,0
"At breakfast time, Katie said to her mum:",0
How was your evening?,1
"but all she could get out of her was,",0
It was a very nice Midsummer Night’s Dream.,1
It was only two day’s later that Katie’s suspicions were finally confirmed.,0
She was standing in row for school assembly when her best friend Isis whispered:,0
"Katie, is it true that there’s a Mr. New in your mum’s life?",1
"Search me,",1
"said Katie, her cheeks reddening.",0
I’d be the last person she would tell.,1
"Anyway, why do you ask?",1
"But then they had to be silent, because the Headmistress was climbing up onto her podium.",0
"All through the long assembly, full of boring notices and school sports results, Katie fidgeted uneasily.",0
"Eventually, as they shuffled out to the classroom, Isabelle sidled up to her and said:",0
"Katie, everyone except you knows that your mum is going out with an estate agent.",1
An ESTATE AGENT!,1
exclaimed Katie.,0
You really didn’t know?,1
asked Isis rather baffled.,0
"My mum thought you were moving house, because she kept on seeing your mum popping into the estate agent’s office.",1
Then she saw her hanging onto his arm and laughing as they came out of the park!,1
Katie went bright red.,0
"She didn’t know why she felt so humiliated, but she did.",0
"And he’s Indian too,",1
said Isabelle.,0
 said Katie defensively.,0
"Nothing wrong with that,",1
said Isabelle. But there’s plenty wrong with selling houses.,0
My dad says that estate agents are slimy toads.,0
"He says that you can tell if an estate agent is lying, because his mouth is open.",0
You’re romancing an Indian Estate Agent and you don’t say a word to me!,0
The whole school knows about it except for me....,0
"it’s just so, so humiliating!",0
"I’m so sorry darling,",1
"said her mother, quite white with shock.",0
"It’s all very early days, and I didn’t want to say anything because most probably, it will all come to nothing.",1
"Finally, after plenty of hugs and tears, Katie calmed down and said:",0
Ok mum.,1
I forgive you.,1
So tell me about your Mr. New.,1
"Well his name is Shumash,",1
"her mother said,",0
And I like him because he’s very spiritual.,1
A spiritual estate agent?,1
thought Katie.,0
I bet.,1
And then another obvious thought popped into her head:,0
And I don’t suppose you’ve mentioned to him that we’re witches..,1
"Of course not,",1
said her mother pertly.,0
"As soon as a man gets a hint of that, he runs off like a scared rabbit.",1
"He knows I sell magical things of course, but he thinks they are just nice spiritual products – you know, mandrake bath aromas, and and nettle teas.",1
He has no idea about the stuff I keep at the back of the shop.,1
You mean like the broomsticks and packets of frozen spiders?,1
Well yes.,1
"I wouldn’t show him those, would I?",1
Now look Katie. You’ll have to meet him soon.,1
"He’s a really, really lovely man, and I do so hope you will like him.",1
But not a hint of magic!,1
Do you promise faithfully?,1
Katie shuffled and thought :,0
Why would I want to do magic for him anyway?,1
and she said:,0
Yes of course mum.,1
"It was getting towards the end of the Summer Term, and that meant that Sports day was coming up.",0
It was the one school event a year when as many dads as mums came watch and support their children.,0
And It was a time when Katie’s mum felt especially single.,0
She imagined that people were thinking,0
"She’s on her own because she’s a witch, and nobody normal would want to live with her.",1
She made a big decision.,0
She asked Shumash to come with her to Sports Day. Everybody would see him.,0
Nobody could say that he was a secret in her life.,0
"When Katie was lining up to take part in the one hundred metre relay race, she heard someone call out:",0
"Go on Katie,",1
she looked up and saw an Indian man sitting next to her mum:,0
She thought,0
That’s him!,1
"and as she took the baton and ran off she was thinking,",0
He doesn’t look that bad after all.,1
Katie didn’t win any medals.,0
"If she had done, people would have accused her of cheating with magic.",0
"By tradition, the last race of the day was a special one for the fathers.",0
"They all pretended not to care who won, but in fact, some of them were quite competitive about it.",0
"In the weeks before, they had been training in the park, so as to look good in front of their families.",0
Isis’s mum – who was also single – said,0
Shumash – are you going to take part?,1
"and Katie’s mum said,",0
"Yes, Katie would like that,",1
"which just goes to show how quite often, parents don’t understand their children at all.",0
"I’m not really a sportsman at all,",1
said Shumash modestly..,0
"but as two women were urging him on, he agreed to join the line-up.",0
He wasn’t even wearing running shoes – just sandals.,0
"Oh no,",1
thought Katie when she saw him stand up.,0
Please don’t do that.,1
You don’t look like much of an athlete.,1
And you’re not my dad.,1
"Mrs Hepworth fired the starter’s gun, and the dads sprinted off for one lap of the four hundred metre track.",0
At first Shumash looked like he was going to be left behind.,0
"Samantha’s father was out in front, bounding along on long legs, and Susan’s more stocky dad was in second place.",0
"But on the final bend, Shumash started to accelerate.",0
He went past the other runners as if he was flying.,0
You should have seen his face as he ran through the winning tape.,0
He was as astonished as anyone.,0
Katie looked up at her mum in the spectator’s stand.,0
She had never seen her quite so excited and not really very ladylike.,0
She was jumping up and down and waving her fist and shouting,0
"Shumash, Shumash!",1
Oh no!,0
How embarrassing!,0
thought Katie.,0
I don’t know what’s got into her.,1
That’s not like mum at all.,1
Shumash jogged over to Katie and said:,0
"Pleased to meet you, Katie. Your mum’s told me so much about you.",1
"Katie didn’t really know what to say, so she replied:",0
Well done in the race.,1
"I’m sure I wouldn’t run like that normally,",1
he said.,0
You’re mum inspired me.,1
She’s such a special woman.,1
Everything seems to go right for me when she’s around.,1
I trust it does for you too.,1
Katie just smiled.,0
Shumash said:,0
Well lovely to speak to you at long last.,1
Have a blessed day.,1
"And Katie thought,",0
I suppose he said that because he’s spiritual.,1
"After school, Katie said to her mother in the car:",0
"Shumash was very speedy,",1
and her mum smiled and looked happy.,0
I don’t suppose he had any help...,1
mused Katie...,1
of the magical kind.,0
And what other help have you been giving him?,1
He said everything’s been going well for him ever since he met you...,1
"Oh you know, a little nudge along for his business.",1
"When his customers aren’t quite sure about buying a house, a little sprinkling of magic can make up their minds.",1
Katie was horrified :,0
You’d never do that to your own customers!,1
"I know,",1
sighed her mother.,0
I can’t stop myself.,1
He’s just such a nice guy.,1
"Katie shook her head and thought,",0
She can’t help herself.,1
She can only help others.,1
"The following Saturday, Katie’s mum was going to meet Shumash’s family.",0
"Mum, why are you in such a fluster?",1
asked Katie as she watched her mother smudge her lipstick.,0
"Oh I think it’s make or break,",1
she replied.,0
His grandmother is the head of the family and she’s very traditional.,1
I’m not Indian and Shumash is younger than me.,1
I don’t have a dowry...,1
she laughed nervously as she said that...,0
She’ll probably say I’m not right for him.,1
said Katie.,0
"What she says matters a lot to Shumash,",1
replied her mum.,0
"Well just use a little magic,",1
said Katie.,0
Oh I couldn’t do that.,1
"I want her to accept me as I am, not because she’s under a spell.",1
And Katie sighed.,0
She knew her mum was just hopeless.,0
"And she wasn’t entirely surprised when three hours later, she came back through the front door in silence, went into the kitchen, sat down, and burst into tears.",0
Great Aunt Chloe put her arm around her and said:,0
Oh come dear.,1
It can’t have been that bad.,1
What happened?,1
"His Grandmother told him I’m a witch,",1
she said.,0
She knew right away.,1
He’s furious.,1
That you’re a witch?,1
asked Katie.,0
"No. That I didn’t tell him,",1
sobbed her mother.,0
He says he can’t trust me if I keep such an important thing secret from him.,1
"Oh mum,",1
"sighed Katie,",0
If only you knew how to break a secret.,1
"And that’s the story of Katie and Mr. New. For now, from me, Natasha Bye Bye.",0
You can catch up with the earlier parts of our long but exciting story from the time of King Arthur. The Journey of Eric and Enide Eric and Enide rode up and down over the moorland in silence.,0
"After a while the mist and the drizzle began to lift, but it was no clearer to Enide where they were going or why.",0
"Eventually she thought to herself,",0
This is too ridiculous.,1
He must tell me what this is all about,1
So she spoke to her husband but he did not reply.,0
She thought that perhaps he could not hear her because his armour covered his ears.,0
She leaned over and tapped him on the helmet.,0
"His visor was up above his face, but the look in his clear blue eyes was distant and uninterested in her.",0
"My Lord,",1
she said.,0
You told me that we are going on a quest.,1
May I ask just one question:,1
a quest for what?,1
Eric did not tell her.,0
"Instead he said in a weary voice,",0
I ask only this.,1
Ride on ahead and do not say a word to me.,1
"Whatever may happen, whatever you may see or hear, do not speak to me.",1
"Having said that, he clamped the visor of his helmet down over his face.",0
"Enide was not sure if she was more hurt or angered by this response, but she hurried ahead on her pony until she was some way further down the track.",0
"Although she was tired and sad, she kept a sharp lookout for any signs of life or jeopardy.",0
She had heard tales of the strange beings that appeared on the moors:,0
"pixies, ghosts, headless horsemen, wild hounds, and robbers.",0
Soon she realised that her intuition of danger was right – for she saw three knights watching them from the brow of the hill.,0
They started to ride down the slope towards them.,0
They looked far from friendly for they were coming at quite a pace and held lances in their hands.,0
She turned around to look for her husband – but he was riding far behind and did not seem to have noticed the knights.,0
"I must warn him,",1
she said to herself.,0
"He told me not to speak, but this is a matter of life and death.",1
